Customer_id,state,customer_tenure_months,plan_type,contract_type,monthly_bill,last_recharge_date,last_recharge_amount,recharge_frequency,total_recharge_amount_30d,total_recharge_amount_90d,avg_recharge_value,days_since_last_recharge,active_days_30d,avg_call_duration_mins,total_calls_30d,data_usage_gb_30d,sms_count_30d,complaints_last_90d,dropped_call_rate,payment_delays_last_year,customer_support_calls_30d,has_auto_pay,num_products
4L1VZNQDXAMW2TND6R30OJHE4H,Kerala,47,prepaid,monthly,40.18,05/23/2025,51.3,13,33.81,99.0,5.0,9,13,10.0,99,10.6,44,0,0.029,0,1,1,3
2ZDO74V1QX8ERTB74RS7GU0ENV,Odisha,6,prepaid,monthly,14.82,02/11/2025,2.7,1,2.61,25.7,8.57,110,0,1.9,10,1.1,12,6,0.226,4,9,0,1
L5PVYIOMK2EV5S4TL0THHZY7EZ,Karnataka,43,prepaid,annual,44.76,05/14/2025,30.39,9,68.04,189.23,7.01,18,14,4.5,74,24.9,157,1,0.076,1,2,0,2
SYLEMRUYP04K43SAFYH1FKJ4YK,Madhya Pradesh,40,prepaid,annual,33.06,04/29/2025,44.19,9,51.68,153.63,5.69,33,13,4.1,55,18.1,111,0,0.069,0,2,1,2
TMQWYUIXNS2ZYBNO2Y8B0H54PI,Punjab,3,prepaid,annual,22.19,03/20/2025,17.21,5,15.03,87.07,5.8,73,10,1.8,21,5.9,23,4,0.142,3,3,0,1
ZX1TV18KGYGGSNPUEVJLZFFLB7,Telangana,29,prepaid,monthly,41.24,05/01/2025,54.87,10,28.83,81.68,5.0,31,21,8.2,49,11.4,136,2,0.022,1,2,1,2
4K2TCZS8S2FTOM5XLK8WRU1XEM,Tamil Nadu,15,prepaid,monthly,5.94,02/01/2025,18.88,1,3.76,33.05,11.02,120,0,1.2,1,0.1,4,3,0.204,3,3,0,1
6WW8YL68NTK63N2QB6GS8G8TAC,Punjab,3,prepaid,monthly,7.21,12/06/2024,16.37,1,0.69,18.71,6.24,177,3,0.9,3,0.5,2,3,0.184,4,3,0,1
WHY4H350P3CYAZBCGJC36OQOLO,Delhi,44,prepaid,biannual,56.02,05/27/2025,48.15,12,47.58,143.17,5.0,5,28,13.0,151,24.8,178,0,0.007,0,0,1,3
TXW1VZC7D2KD1POXRTEO2T8FY6,Madhya Pradesh,15,prepaid,annual,30.73,05/02/2025,40.84,8,40.28,118.76,5.0,30,12,8.4,85,22.4,77,0,0.079,2,3,0,2
5X8A5FBUOTDH00H64FGWJEYUB1,Andhra Pradesh,32,prepaid,annual,37.24,05/11/2025,29.77,7,55.01,178.97,8.52,21,21,8.3,69,8.4,63,2,0.032,0,2,1,3
QTKCD0RLEXDW6LQWLVUNLPAIH0,Uttar Pradesh,46,prepaid,biannual,72.91,05/22/2025,43.12,18,54.76,171.88,5.0,10,21,13.3,110,30.0,237,1,0.023,0,0,1,4
JMYLRQ1RDXCK36H0W064W3U1HB,Gujarat,59,prepaid,annual,86.76,05/20/2025,43.09,12,97.04,308.37,8.57,12,27,7.5,186,29.2,80,0,0.032,0,1,1,3
T9Q1NI10KQSOSX43WFSQG8X80R,Rajasthan,12,prepaid,monthly,11.88,04/01/2025,10.95,1,4.35,36.86,12.29,61,11,3.3,41,4.9,54,1,0.128,2,4,1,2
B1IJIYS2N75BXD8WJ0UUNNV6CJ,Odisha,28,prepaid,annual,25.97,05/24/2025,55.98,7,41.54,126.59,6.03,8,14,6.5,73,7.0,44,1,0.051,1,0,0,2
IO3M25A5PISKFFV3XOLEYRVXOI,Karnataka,46,prepaid,annual,99.34,05/30/2025,78.09,14,54.84,168.58,5.0,2,26,12.5,133,24.4,211,0,0.027,0,1,1,3
UFWBUCJG8VUAZXKDQ95G3V23GX,Gujarat,30,prepaid,annual,107.01,05/24/2025,87.69,13,65.42,216.62,5.55,8,27,14.3,163,29.3,183,0,0.013,0,1,1,4
GY7VCNEAS6Y3VG6V5T1DX6TA7Y,Uttar Pradesh,13,prepaid,monthly,9.16,02/06/2025,13.21,0,2.75,29.21,29.21,115,3,0.9,11,0.7,1,4,0.167,3,8,0,1
SNBTI22NV01ZDERI4K5OGZ2UEA,Punjab,113,prepaid,annual,72.94,05/18/2025,39.03,11,56.24,165.58,5.02,14,20,9.5,196,37.6,121,0,0.027,0,1,1,4
H2ODPVJTUW9OHTUGUR9U1OE5EI,Madhya Pradesh,110,prepaid,biannual,101.78,05/31/2025,54.14,13,100.12,305.79,7.84,1,20,14.0,187,51.8,133,0,0.012,0,0,1,3
ZFHOMTZZF8ADF7PCHCBN9WSZV8,Kerala,30,prepaid,annual,24.2,05/05/2025,41.82,6,36.76,123.92,6.88,27,17,4.2,67,8.2,105,2,0.044,1,2,1,3
GRA47SH2SZWYMX9DJOYOHAZ7T0,Andhra Pradesh,10,prepaid,monthly,14.86,12/13/2024,16.42,0,0.27,2.41,2.41,170,1,1.7,1,0.9,2,8,0.159,2,7,0,1
6M8JVH7UJODCK82853UY8U118Q,West Bengal,94,prepaid,annual,94.4,05/24/2025,86.3,12,89.22,279.03,7.75,8,21,14.8,180,29.1,244,0,0.015,0,0,1,4
65RJN2HZ2OMTZJKO0MTGLHUG07,Tamil Nadu,12,prepaid,monthly,22.28,04/14/2025,16.93,2,16.9,76.77,12.79,48,7,2.8,19,8.2,26,1,0.072,2,4,1,1
RH05HHIWFD7YXW1TBRWR965R96,Gujarat,11,prepaid,annual,26.47,04/06/2025,28.34,2,8.76,84.94,14.16,56,6,3.7,32,0.8,35,2,0.083,3,6,0,2
O1ESP7BM41QESLAYNDN5GJJ8MG,Uttar Pradesh,30,prepaid,annual,53.73,05/23/2025,63.04,19,45.8,141.5,5.0,9,29,13.3,134,48.5,184,0,0.011,0,0,1,3
HZN4KGEUIDJIPNF8F3GR94SZ2K,Andhra Pradesh,17,prepaid,monthly,11.4,04/06/2025,15.48,1,6.96,77.05,25.68,56,3,5.4,11,5.8,20,2,0.162,5,3,1,2
4BDFHJ4D0JMU3MOMYVUXT9KLS1,West Bengal,50,prepaid,annual,42.04,05/14/2025,47.92,9,46.93,151.62,5.62,18,20,4.0,96,21.8,104,1,0.05,0,3,0,3
6NKWFG3MWU4CFILKJXJQ5NV8OG,Maharashtra,13,prepaid,monthly,16.17,03/27/2025,29.46,1,2.99,35.4,11.8,66,5,3.0,43,7.4,27,3,0.173,4,4,1,1
EIJ00HOD7RB1S9DWD7OI0PESGB,Rajasthan,23,prepaid,monthly,22.07,03/22/2025,20.57,1,9.69,85.39,28.46,71,8,2.5,13,5.7,32,1,0.084,2,5,1,1
4LR9TJQ8ZGVWWUSXLMT2PNJKA3,Kerala,28,prepaid,monthly,20.58,05/07/2025,52.57,5,22.89,85.07,5.67,25,18,3.9,108,10.4,144,2,0.049,0,0,1,2
EKTYR1K12V2TG5PIZX3HCWS2WY,Gujarat,26,prepaid,biannual,45.85,05/20/2025,88.43,10,92.97,284.74,9.49,12,23,7.8,149,44.8,126,0,0.016,0,0,1,3
K03O4GKWWJWGABTGDJZ0IFRML2,Rajasthan,15,prepaid,monthly,17.08,02/11/2025,10.1,1,0.48,37.36,12.45,110,0,2.6,4,0.2,4,6,0.129,4,6,0,1
Q2L48C1CQG433E1I1P0BQ1S9RY,Gujarat,26,prepaid,annual,38.55,05/20/2025,21.72,12,46.26,164.02,5.0,12,18,5.5,55,13.8,121,0,0.022,0,2,0,3
7F00TERKMBY9IPA2VOI8UYYF1I,West Bengal,48,prepaid,biannual,112.18,05/27/2025,79.56,16,64.6,187.35,5.0,5,22,13.2,164,33.9,106,0,0.015,0,0,1,3
DW79WCXZ2EI9212PGYME6RPKZG,Karnataka,119,prepaid,annual,119.13,05/18/2025,47.37,19,100.81,281.79,5.0,14,27,11.2,141,34.4,152,0,0.023,0,0,1,4
TLQ5V4FTQ3TQ1S05WNWLC83GY1,Karnataka,17,prepaid,annual,21.12,03/16/2025,29.8,5,4.17,18.01,2.0,77,2,2.1,16,7.8,21,4,0.074,1,6,0,2
WLXDSC4E5HRDU4XSZJNVC7HR6C,Madhya Pradesh,9,prepaid,monthly,21.88,03/25/2025,24.21,3,6.1,47.18,5.24,68,8,4.5,14,2.7,45,3,0.091,1,2,0,2
XM0632CWT04CHSDINGXU8UU01U,Punjab,28,prepaid,biannual,70.6,05/25/2025,34.9,14,75.32,250.29,5.96,7,29,5.3,118,42.1,152,0,0.008,0,1,1,4
QX5GGOMF9PML9LN1P0VUH17J8Q,Uttar Pradesh,14,prepaid,annual,40.19,05/09/2025,30.34,4,20.74,63.48,5.29,23,17,5.8,103,8.7,125,0,0.057,1,3,1,3
ABKAE6A9HL1737SUUDQFJ6IJKU,Telangana,89,prepaid,biannual,67.19,05/31/2025,65.61,13,104.49,305.31,7.83,1,22,12.3,91,31.3,193,0,0.014,0,0,1,4
7002G3YU6VK0UCC1M3O55IXVA1,Uttar Pradesh,22,prepaid,monthly,12.07,04/05/2025,22.8,4,1.99,23.87,2.0,57,9,2.3,19,0.6,40,4,0.194,3,4,0,1
BSLULZFY981UDP2FMR0TJOPZ1R,Tamil Nadu,60,prepaid,biannual,74.15,05/28/2025,89.24,14,45.85,147.06,5.0,4,20,10.3,138,50.6,249,0,0.033,0,0,1,3
RXHW0IC1L7DYPMLVAK9W9PFB3H,Rajasthan,17,prepaid,monthly,16.3,04/20/2025,22.52,1,11.61,58.39,19.46,42,8,5.4,35,5.2,52,3,0.086,1,3,0,1
F0D0IWF3KM2KQL0HT1TW9ZYN6S,Gujarat,47,prepaid,monthly,24.39,04/28/2025,18.87,8,44.22,137.83,5.74,34,13,3.7,39,17.1,105,0,0.065,1,0,1,3
GK2WBXANJ4X5A5XIN9DL5TGSQ7,Maharashtra,5,prepaid,monthly,9.62,01/07/2025,8.57,1,2.35,24.16,8.05,145,3,1.4,7,0.4,14,5,0.185,6,3,0,1
B7KR0AYMK99JCJN9978IMOE0SY,Kerala,54,prepaid,annual,102.49,05/22/2025,57.25,20,80.9,230.86,5.0,10,23,14.3,135,28.8,100,0,0.039,0,0,1,3
WIIF86LTHET25LZSE99F77LU8E,Rajasthan,33,prepaid,monthly,43.03,04/28/2025,54.75,7,30.63,110.11,5.24,34,16,5.7,66,18.5,93,1,0.024,1,3,1,3
4FBL98K03W0FGEA9WVWVIAC2E4,West Bengal,38,prepaid,annual,90.14,05/23/2025,39.76,15,50.71,155.51,5.0,9,24,7.1,170,22.0,173,0,0.035,0,0,1,4
ZN4REGB1AJO091C795RLQIOB0N,Rajasthan,10,prepaid,monthly,6.19,01/12/2025,4.73,0,0.25,13.26,13.26,140,3,1.8,5,0.2,18,6,0.226,5,3,0,1
O7UTXZBDQ55IT9BN18GP51KFK7,Haryana,9,prepaid,monthly,14.45,12/19/2024,17.75,0,0.63,37.75,37.75,164,3,0.5,11,1.4,0,4,0.213,4,9,0,1
SF3Q0E27ZEOQGVZHQJY62ZEEQN,Andhra Pradesh,88,prepaid,annual,105.73,05/18/2025,46.82,24,51.06,144.12,5.0,14,20,9.4,104,42.5,144,0,0.024,0,0,1,3
Z09WFTBGM55FF1BL08KG68A1AR,West Bengal,12,prepaid,monthly,26.41,03/13/2025,25.65,2,13.18,74.98,12.5,80,7,4.9,30,6.2,31,5,0.136,3,3,0,1
TA5IVROCVITWU3BFXB4Y4K7BPG,Punjab,4,prepaid,monthly,5.89,01/08/2025,3.44,1,0.94,10.62,3.54,144,3,0.5,5,0.4,4,4,0.129,3,6,0,1
KXZUU80MB1L6314CQE4LOHHCU9,Andhra Pradesh,13,prepaid,monthly,26.78,04/20/2025,19.15,1,3.64,20.34,6.78,42,7,3.8,40,9.6,8,1,0.066,1,4,0,1
9RY79KVLS9MEUSWRGVZ9AAWE42,Uttar Pradesh,51,prepaid,annual,30.38,05/22/2025,26.06,5,21.82,68.49,5.0,10,13,9.9,61,19.0,153,0,0.047,0,0,0,3
OMUWAHK2LSLAYM0WBGLMY62XRW,Odisha,85,prepaid,annual,81.72,05/26/2025,87.4,15,51.99,169.58,5.0,6,20,12.3,155,31.0,146,0,0.005,0,1,1,4
56Q37CSUYTAUL62CF4MNTFVGE2,Gujarat,76,prepaid,annual,114.18,05/30/2025,44.44,15,124.16,339.08,7.54,2,22,13.3,186,27.9,147,0,0.039,0,1,1,3
ZLBORIQ8HKE226PARSG70S1F53,Andhra Pradesh,13,prepaid,monthly,11.3,01/10/2025,14.46,1,0.28,34.92,11.64,142,3,1.2,1,1.1,8,4,0.299,2,7,0,1
YE0QZSA7YVDQBSXLUL6LGJLPEF,Gujarat,7,prepaid,monthly,7.0,02/17/2025,5.75,1,4.82,36.47,12.16,104,3,2.0,4,1.0,8,4,0.227,4,4,0,1
E8UDTTJ72UGL6TBB6BNDOZ6WYQ,Rajasthan,12,prepaid,monthly,21.41,04/16/2025,19.1,1,8.88,41.61,13.87,46,9,4.5,15,5.9,56,3,0.145,2,2,0,1
L3ZYT91QE37QQYZQII4W6OZX25,West Bengal,37,prepaid,annual,30.09,05/24/2025,41.32,6,43.1,160.19,8.9,8,17,4.2,105,15.0,50,1,0.059,0,2,1,2
RCER4KMUSOZDUCKQVIIFRCHYP9,Telangana,12,prepaid,annual,40.2,04/30/2025,56.09,12,39.1,114.45,5.0,32,18,4.3,77,11.1,63,0,0.041,0,2,1,3
2TIXC7URVQT3G8CD31NRXD356W,Maharashtra,4,prepaid,monthly,13.44,03/30/2025,5.35,2,9.84,45.02,7.5,63,4,4.3,30,8.1,65,1,0.082,4,4,0,2
1XQKWQH5K2Y77Z69UWS44C68AU,Rajasthan,12,prepaid,monthly,18.98,12/04/2024,6.16,0,0.23,35.43,35.43,179,2,0.8,10,0.4,2,6,0.21,4,4,0,1
DKBPVWZOPHGFT4MPK5EAXF5X9E,Karnataka,13,prepaid,monthly,16.4,02/03/2025,18.82,0,3.37,39.11,39.11,118,1,2.3,3,1.5,13,7,0.191,2,7,0,1
XOQ2VPGSTQMGVU4ISOTN9UZERY,Karnataka,18,prepaid,monthly,14.14,03/31/2025,10.81,3,13.16,63.39,7.04,62,5,2.3,21,2.4,55,4,0.112,3,6,1,1
0S41KSSVIWXYYTUW6TAQ6ULM9K,Karnataka,23,prepaid,monthly,16.78,04/24/2025,25.22,1,4.58,33.64,11.21,38,6,2.5,40,8.7,60,3,0.081,3,6,0,1
B700UCRGB93WKCS4KEK4AEGVFQ,Madhya Pradesh,72,prepaid,biannual,83.29,05/30/2025,87.14,22,111.67,361.2,5.47,2,23,11.6,126,46.3,218,1,0.013,0,0,1,4
G2IGSB98V341ONX0GU4BJ3BQRR,Madhya Pradesh,95,prepaid,biannual,63.92,05/19/2025,80.95,10,106.44,320.89,10.7,13,21,6.7,132,49.3,173,0,0.029,0,1,1,3
7IYOJTPK2NLT8DTM4VXJJ2JVQY,Tamil Nadu,15,prepaid,monthly,17.44,12/30/2024,8.53,1,2.56,27.5,9.17,153,0,2.2,10,0.2,8,6,0.128,6,7,0,1
0VHMYGTY3ADDQHKGAD7X48WZE4,Karnataka,16,prepaid,monthly,14.98,03/07/2025,5.27,4,4.74,44.48,3.71,86,4,5.9,26,4.0,28,2,0.133,2,6,0,1
N1X2GDGKXCQ91YY1J2JCN9J3GC,Odisha,37,prepaid,biannual,63.75,05/30/2025,77.1,18,77.52,236.24,5.0,2,26,13.2,111,42.7,151,0,0.011,0,1,1,3
HOXDTPWDPJBC01ARXABOFLOAZ1,West Bengal,81,prepaid,biannual,77.64,05/19/2025,43.18,10,58.1,177.19,5.91,13,23,14.2,90,49.5,206,0,0.006,0,1,1,4
P422TA83RU7MYOW8DT8CQ1XGBN,Tamil Nadu,12,prepaid,monthly,20.25,04/08/2025,5.89,4,7.01,68.9,5.74,54,5,2.2,44,1.0,17,1,0.115,4,3,0,2
KODYR5PGBA9IN2XR838AMMZOHX,Andhra Pradesh,72,prepaid,biannual,109.95,05/31/2025,89.21,16,131.85,396.88,8.27,1,27,7.5,173,38.8,248,0,0.005,0,0,1,3
QY5FU7BFXQ7BZEGBL2QGV3DR2H,Madhya Pradesh,62,prepaid,annual,106.42,05/27/2025,44.01,10,65.17,206.19,6.87,5,28,6.9,97,39.4,129,0,0.016,0,1,1,3
HM40OEYTL8HBGCJ1GNFIUE2WNF,Odisha,25,prepaid,monthly,53.37,05/23/2025,50.24,6,27.76,98.06,5.45,9,15,7.4,44,8.4,48,2,0.033,1,2,0,3
RAGDX5O31YHXSO7VBGR8W2MAIE,Andhra Pradesh,8,prepaid,annual,13.38,03/12/2025,27.73,3,17.39,72.71,8.08,81,2,5.4,37,2.4,23,2,0.113,2,4,0,2
9W59SQWHBEF46RF7BNHJW6QDBT,Karnataka,6,prepaid,monthly,20.07,03/15/2025,7.19,4,4.66,26.68,2.22,78,9,3.1,20,0.9,22,5,0.194,2,2,0,1
2RE6ZVLHYL2LD05NHQR6F7QNEZ,Punjab,114,prepaid,annual,102.26,05/30/2025,67.66,15,108.82,337.07,7.49,2,29,6.5,111,52.8,236,0,0.025,0,0,1,3
MJMBUKDQP1HKF286UTIOS5HRQA,Uttar Pradesh,9,prepaid,monthly,17.12,04/19/2025,9.92,5,4.6,43.66,2.91,43,7,2.5,14,6.6,44,3,0.111,4,3,0,2
0ILU6VFUA9BQ1BTR23QIUA08EK,Punjab,41,prepaid,annual,111.28,05/27/2025,33.34,10,100.56,313.21,10.44,5,26,7.4,157,33.5,93,0,0.013,0,1,1,3
9AYFQUV9QEZG5WZAWNYTK1ZWUH,Punjab,32,prepaid,monthly,30.77,04/29/2025,39.6,13,27.56,80.87,5.0,33,13,6.9,101,16.2,63,0,0.084,0,1,1,2
C50B8Y5DNWNGUCZH9IER7U8H0I,Rajasthan,22,prepaid,annual,21.95,03/10/2025,23.6,2,6.04,49.88,8.31,83,2,3.1,41,3.8,67,2,0.128,2,6,0,2
6SPBNQS3QT36QNYY95G5DOG8CF,Delhi,20,prepaid,monthly,18.67,03/12/2025,23.54,4,16.02,85.57,7.13,81,5,5.2,37,4.3,8,2,0.154,2,5,0,1
ZR5SWK8TEMPXKC5I8XOMXLVZ4Q,Gujarat,4,prepaid,monthly,16.24,01/13/2025,5.89,0,1.96,30.45,30.45,139,0,2.1,11,1.9,8,4,0.282,4,7,0,1
U6L2INK4FK8WFTGGZ62FE9UPNH,Haryana,8,prepaid,monthly,12.47,04/16/2025,21.58,1,10.92,88.3,29.43,46,2,3.8,38,2.0,52,3,0.162,3,6,0,1
BLMNTFK7ORFQLA09LZRK79UFU6,West Bengal,16,prepaid,monthly,27.95,04/21/2025,16.84,5,8.91,59.8,3.99,41,5,2.7,39,8.8,10,3,0.179,1,4,0,2
MERBYEAWHMLVHS21HD4Y89ORVS,Maharashtra,75,prepaid,biannual,59.74,05/29/2025,70.02,14,98.85,276.73,6.59,3,20,14.5,137,45.2,238,0,0.011,0,1,1,3
6MF4NNKM95D0P92K38P6FVDHR5,Rajasthan,24,prepaid,annual,39.75,05/08/2025,47.74,7,51.85,142.58,6.79,24,13,8.3,104,17.2,63,1,0.064,1,1,1,2
C81DO6OUZ1EGNTB34KUQAAJ84R,Punjab,73,prepaid,annual,105.39,05/29/2025,46.61,16,100.18,304.33,6.34,3,20,8.5,151,52.7,236,0,0.014,0,0,1,3
XKG6XB1R8VNRPJY93N0AJUFQYM,Maharashtra,56,prepaid,biannual,45.9,05/24/2025,61.08,17,52.5,143.91,5.0,8,27,7.4,157,36.9,152,0,0.005,0,0,1,3
JP6MKT7S1GD1T53YKYYDU3ASNR,Rajasthan,9,prepaid,monthly,16.53,02/26/2025,17.01,0,0.02,3.39,3.39,95,2,0.1,1,0.9,16,3,0.196,2,6,0,1
7FHS32UY84ZZ2P6EEAMYFP9S8G,Gujarat,36,prepaid,annual,31.63,05/16/2025,58.48,7,22.29,64.92,5.0,16,13,9.1,107,17.4,124,0,0.064,0,1,1,2
B3I4FIEECY2C11BD2SCEJCY127,Tamil Nadu,6,prepaid,monthly,18.87,02/26/2025,6.5,1,1.84,25.19,8.4,95,1,2.6,4,1.1,10,2,0.123,6,5,0,1
VHYBF0JUM42WSC31TZ8G1A0774,West Bengal,15,prepaid,monthly,23.66,03/07/2025,15.16,1,12.37,58.63,19.54,86,7,4.2,40,9.0,45,1,0.103,1,6,0,2
NVP8GMNHIE9EDE1ZUBLEKVL9PT,Gujarat,9,prepaid,monthly,25.13,04/01/2025,16.71,4,2.48,18.03,2.0,61,4,5.9,10,2.5,13,1,0.168,2,4,0,1
9P4627NAYYOSYEOZ906GNHH4OI,Uttar Pradesh,30,prepaid,annual,50.98,05/22/2025,21.02,13,37.83,108.2,5.0,10,17,8.3,105,23.9,121,0,0.086,0,1,1,3
0KZUJ2XORVORK1DJRWEDBCY8NY,Karnataka,22,prepaid,monthly,25.96,03/18/2025,29.57,2,4.86,36.21,6.04,75,2,4.6,30,9.8,29,4,0.121,4,2,1,1
KW1XSRQKRST3TA195EQ4PBGX25,Karnataka,25,prepaid,annual,33.78,05/08/2025,28.5,11,22.96,84.25,5.0,24,16,4.2,70,12.7,87,0,0.061,1,0,1,3
REZRDYXYUR4SOR8WM9LBB4M0A6,Rajasthan,64,prepaid,biannual,75.8,05/24/2025,52.1,20,92.34,305.18,5.09,8,20,9.2,197,37.6,234,0,0.024,0,1,1,3
NP9OCIILDY5EGTBXPSPAQALULD,West Bengal,12,prepaid,monthly,29.33,03/20/2025,18.74,5,4.84,51.04,3.4,73,2,5.4,21,2.4,58,3,0.068,5,4,0,1
DYMS1MWNPR424TKB9OI0D4DMC2,West Bengal,106,prepaid,annual,59.45,05/30/2025,39.97,21,79.44,252.06,5.0,2,22,14.4,126,32.0,247,0,0.008,0,0,1,4
PMC3SKXLOJSYT5WSGRX37JW346,Odisha,118,prepaid,annual,52.25,05/21/2025,76.47,12,39.5,131.02,5.0,11,22,9.7,104,41.2,152,0,0.032,0,1,1,4
UWSNFFYKPL3CHO3XJVOEGI3QUP,Punjab,12,prepaid,monthly,19.54,04/06/2025,28.17,5,7.47,40.19,2.68,56,10,3.5,43,4.8,23,5,0.08,3,3,0,1
6HJB2JTXB02B6LKC86Y5O44IUS,Delhi,119,prepaid,annual,88.39,05/30/2025,48.99,16,83.42,262.93,5.48,2,21,8.0,99,53.8,240,0,0.023,0,0,1,4
S387J5IE3LVO0IPFG8PJVRN8LP,Punjab,17,prepaid,monthly,6.37,02/17/2025,10.1,1,0.09,2.54,1.0,104,3,2.2,8,2.0,5,4,0.216,4,4,0,1
IJ2FRNLX6B02B7YJNXZ6YTIPA8,Odisha,17,prepaid,monthly,17.8,01/18/2025,11.27,0,2.1,22.66,22.66,134,2,1.8,11,0.7,15,3,0.189,3,6,0,1
9JD3IH66W51OB537QO4Z533ZSM,Telangana,14,prepaid,monthly,12.26,12/22/2024,6.04,0,1.04,32.78,32.78,161,2,0.8,6,0.0,12,4,0.2,6,6,0,1
0TLZ1XGPXAHKUDIZ1XEVO7Q5EG,Telangana,48,prepaid,monthly,39.92,05/01/2025,35.61,11,29.19,105.81,5.0,31,18,9.1,64,10.6,156,2,0.037,0,3,1,2
32HOG585I87XW69HZGOPJDN8EZ,Uttar Pradesh,54,prepaid,annual,96.58,05/28/2025,51.21,10,43.59,133.8,5.0,4,27,9.9,124,31.2,112,0,0.039,0,0,1,4
173RIH83J0NPHH30GG2B9IQIUX,Delhi,17,prepaid,monthly,8.62,01/01/2025,3.15,1,0.48,5.37,1.79,151,2,2.2,7,0.4,16,2,0.272,4,4,0,1
AELYYZZ0JDCLI6978V0BJWKON8,Andhra Pradesh,17,prepaid,annual,22.54,05/19/2025,28.04,10,36.78,131.72,5.0,13,15,4.5,52,13.8,124,0,0.046,0,3,1,3
BGGRMQDZPJL9R9KMP6J37SPF0R,Karnataka,5,prepaid,monthly,6.02,02/03/2025,17.21,1,3.61,31.55,10.52,118,1,2.1,4,0.6,1,5,0.122,4,5,0,1
U7WPGBGQFQE6RP9UQEZFMHK403,Telangana,12,prepaid,monthly,16.49,02/04/2025,14.47,0,1.84,18.96,18.96,117,3,0.7,11,1.3,12,7,0.148,5,6,0,1
6VV8SUOC1Y5AYYOV84FC3XQ8VA,Maharashtra,5,prepaid,monthly,12.12,02/01/2025,11.34,1,1.99,23.63,7.88,120,2,0.7,0,1.0,6,3,0.211,3,4,0,1
X8L008UHBXLBC8NOG85D4F2K1X,Delhi,68,prepaid,annual,114.58,05/19/2025,76.07,11,119.34,337.25,10.22,13,27,11.4,102,49.2,178,0,0.019,0,0,1,4
K2076VMDNHQNJVDPNGWDS9YXZ7,Andhra Pradesh,15,prepaid,annual,30.24,05/10/2025,19.69,10,47.9,169.25,5.64,22,13,9.1,45,16.0,96,0,0.065,1,3,1,2
WSKP6RFE64SKBCBDPDXUJJCSEX,Karnataka,2,prepaid,monthly,5.74,02/08/2025,12.99,0,2.09,16.63,16.63,113,0,2.1,10,0.2,14,3,0.235,3,9,0,1
24BOZL01Q3M73HC9JYPAOAXQOX,Haryana,23,prepaid,monthly,52.57,05/24/2025,58.9,11,63.89,175.46,5.32,8,19,8.8,39,18.3,117,0,0.066,2,3,1,2
VRW9MYYOKEAEA84HXXPW2GKQRA,Karnataka,58,prepaid,biannual,97.61,05/25/2025,68.47,16,90.96,251.33,5.24,7,20,10.3,124,22.3,245,0,0.02,0,1,1,4
60QRAQIK3OMD4PORU09BOS0765,Tamil Nadu,18,prepaid,monthly,16.31,04/21/2025,27.27,1,13.66,59.83,19.94,41,8,3.3,22,1.2,48,4,0.094,2,6,1,1
ZTPLC6PRR7MZAKGMIH6MV4XEKZ,Uttar Pradesh,10,prepaid,monthly,7.89,02/22/2025,17.19,1,0.2,30.88,10.29,99,3,1.0,5,1.1,1,6,0.225,3,4,0,1
3Y0224WK0YEHVDO9KHBA5MF36B,Delhi,6,prepaid,monthly,21.76,03/12/2025,13.17,1,12.75,57.96,19.32,81,2,4.0,18,3.1,6,3,0.148,3,5,0,1
MEIUR9211U645VDB828192V4DU,Andhra Pradesh,10,prepaid,monthly,12.6,03/21/2025,7.64,5,7.08,62.13,4.14,72,10,3.9,37,6.4,55,3,0.177,1,5,1,1
DW56FKPS0DXME4PO1I3MSDN1MX,Karnataka,85,prepaid,annual,116.85,05/31/2025,44.12,12,99.57,319.42,8.87,1,25,14.1,144,27.4,104,0,0.021,0,0,1,4
1T2EP768SY7P1ZSCMO1POB7FU9,Haryana,7,prepaid,monthly,23.67,03/26/2025,29.6,2,7.33,48.6,8.1,67,9,2.5,16,3.9,41,2,0.188,2,6,0,2
259P5Z5ZLM36VFOX5WWPM3X15D,Andhra Pradesh,16,prepaid,monthly,7.53,12/06/2024,5.39,1,1.11,27.72,9.24,177,1,0.3,3,0.3,2,4,0.263,2,3,0,1
M00E9KDTS1FB2VI109DCNWMBXE,Gujarat,85,prepaid,annual,52.32,05/29/2025,62.24,22,75.32,219.14,5.0,3,29,11.8,164,42.0,125,0,0.019,0,1,1,4
UAMI0UZ7X4IKY3UFN0DSG2QFPO,Delhi,53,prepaid,monthly,44.21,05/06/2025,50.94,13,44.53,153.0,5.0,26,22,8.5,43,23.3,85,1,0.05,0,1,1,3
C5RQNSVSOJRPP7R93FEZEZ5EHR,Haryana,16,prepaid,monthly,7.62,12/15/2024,18.42,0,0.16,4.56,4.56,168,2,2.2,7,0.5,14,2,0.188,4,4,0,1
FU7E4DNKSEKNKBF2P7KKG0ATCB,West Bengal,20,prepaid,monthly,23.05,04/05/2025,11.74,1,3.82,16.27,5.42,57,7,6.0,37,2.5,22,3,0.195,4,4,1,1
UU62RZV1SQQQ5L2XOIOT860X5Z,Telangana,23,prepaid,annual,13.27,04/11/2025,7.21,2,11.15,76.2,12.7,51,3,5.9,18,6.5,32,1,0.198,4,3,0,1
W1LXXD8T18S1SAXT8JH34UDTLV,West Bengal,5,prepaid,monthly,28.58,03/31/2025,9.35,3,13.99,68.14,7.57,62,10,4.2,19,1.2,28,2,0.199,2,6,0,2
